ASX Code,Company Name,Sub-Industry
MPRO,Mpower Group Limited $0.04 Option Expiring 01-Aug-2026,Independent Power Producers
MPR,Mpower Group Limited Ordinary,Independent Power Producers
MQDB,Macquarie Dynamic Bond Active ETF (Managed Fund) ETF,N/A
MPX,Mustera Property Group Limited Ordinary,"Real Estate Rental, Devel & Operations"
MQGPC,Macquarie Group Limited Cap Note 3-Bbsw+4.00% Perp non-CUM Red T-12-24,Diversified Investment Services
MQG,Macquarie Group Limited Ordinary,Diversified Investment Services
MQGPE,Macquarie Group Limited Cap Note 3-Bbsw+2.90% Perp non-CUM Red T-09-27,Diversified Investment Services
MQGPD,Macquarie Group Limited Cap Note 3-Bbsw+4.15% Perp non-CUM Red T-09-26,Diversified Investment Services
MQIO,Macquarie Income OPP Active ETF (Managed Fund) ETF,N/A
MQGPF,Macquarie Group Limited Cap Note 3-Bbsw+3.70% Perp non-CUM Red T-09-29,Diversified Investment Services
MQR,Marquee Resources Limited Ordinary,Specialty Mining & Metals
MQWS,MQ Walter Scott Glbl EQ Active ETF (Managed Fund) ETF,N/A
MRD,Mount Ridley Mines Limited Ordinary,Integrated  Mining
MRC,Mineral Commodities Ltd Ordinary,Specialty Mining & Metals
MRI,My Rewards International Limited Ordinary,Advertising & Marketing
MRL,Mayur Resources Limited CDI 1:1,Integrated  Mining
MRQO,MRG Metals Limited $0.01 Option Expiring 31-Dec-2025,Integrated  Mining
MRQ,MRG Metals Limited Ordinary,Integrated  Mining
MRM,MMA Offshore Limited Ordinary,Oil Related Services and Equipment
MRR,Minrex Resources Limited Ordinary,Integrated  Mining
MRZ,Mont Royal Resources Limited Ordinary,Gold
MSB,Mesoblast Limited Ordinary,Biotechnology & Medical Research
MSG,MCS Services Limited Ordinary,Business Support Services
MSI,Multistack International Limited Ordinary,Electrical Components & Equipment
MSTR,Morningstar International Shares Active ETF (Managed Fund) ETF,N/A
MSV,Mitchell Services Limited Ordinary,Mining Support Services & Equipment
MTAV,BetaShares Metaverse ETF,N/A
MTB,Mount Burgess Mining NL Ordinary,Integrated  Mining
MTC,Metalstech Limited Ordinary,Gold
MTHDB,Mithril Resources Limited Ordinary Deferred Settlement,Integrated  Mining
MTL,Mantle Minerals Limited Ordinary,Specialty Mining & Metals
MTM,MTM Critical Metals Limited Ordinary,Integrated  Mining
MTMO,MTM Critical Metals Limited $0.25 Option Expiring 26-Nov-2024,Gold
MTO,Motorcycle Holdings Limited Ordinary,"Auto Vehicles, Parts & Svc Retailers"
MVA,Vaneck Australian Property ETF,N/A
MTS,Metcash Limited Ordinary,Food Retail & Distribution
MVE,Vaneck S&P/ASX Midcap ETF,N/A
MVB,Vaneck Australian Banks ETF,N/A
MVF,Monash IVF Group Limited Ordinary,Healthcare Facilities & Services
MVL,Marvel Gold Limited Ordinary,Gold
MVOL,iShares Edge MSCI Australia Minimum Volatility ETF,N/A
MVP,Medical Developments International Limited Ordinary,Pharmaceuticals
MVPO,Medical Developments International Limited $2.80 Option Expiring 30-Sep-2024,Pharmaceuticals
MVS,Vaneck Small Companies Masters ETF,N/A
MVR,Vaneck Australian Resources ETF,N/A
MVW,Vaneck Australian Equal Weight ETF,N/A
MX1,Micro-X Limited Ordinary,Advanced Medical Equipment & Technology
MWY,Midway Limited Ordinary,Forest & Wood Products
MXI,Maxiparts Limited Ordinary,"Auto, Truck & Motorcycle Parts"
MXO,Motio Ltd Ordinary,Advertising & Marketing
MXR,Maximus Resources Limited Ordinary,Integrated  Mining
MXT,Metrics Master Income Trust Ordinary Units,Investment Trusts
MYE,Metarock Group Limited Ordinary,Coal
MYG,Mayfield Group Holdings Limited Ordinary,Heavy Electrical Equipment
MYR,Myer Holdings Limited Ordinary,Department Stores
MYS,Mystate Limited Ordinary,Banks
MYX,Mayne Pharma Group Limited Ordinary,Pharmaceuticals
MZZ,Matador Mining Limited Ordinary,Precious Metals & Minerals
N100,Global X US 100 ETF,N/A
N1H,N1 Holdings Limited Ordinary,Consumer Lending
NABPF,National Australia Bank Limited Cap Note 3-Bbsw+4.00% Perp non-CUM Red T-06-26,Banks
NABPH,National Australia Bank Limited Cap Note 3-Bbsw+3.50% Perp non-CUM Red T-12-27,Banks
NAB,National Australia Bank Limited Ordinary,Banks
NABPJ,National Australia Bank Limited Cap Note 3-Bbsw+2.80% Perp non-CUM Red T-09-30,Banks
NABPI,National Australia Bank Limited Cap Note 3-Bbsw+3.15% Perp non-CUM Red T-12-29,Banks
NACGA,Naos Ex-50 Opportunities Company Limited Convert Bond 5.50% 30-09-27 Semi Step T-09-25,Investment Management & Fund Operators
NACO,Naos Ex-50 Opportunities Company Limited $0.90 Option Expiring 31-Dec-2026,Investment Management & Fund Operators
NAC,Naos Ex-50 Opportunities Company Limited Ordinary,Investment Management & Fund Operators
NAG,Nagambie Resources Limited Ordinary,Gold
NAE,New AGE Exploration Limited Ordinary,Coal
NAGO,Nagambie Resources Limited $0.10 Option Expiring 26-Apr-2025,Gold
NAM,Namoi Cotton Limited Ordinary,Textiles & Leather Goods
NAN,Nanosonics Limited Ordinary,Advanced Medical Equipment & Technology
NBI,NB Global Corporate Income Trust Ordinary Units,Investment Management & Fund Operators
NC1,Nico Resources Limited Ordinary,Specialty Mining & Metals
NC6,Nanollose Limited Ordinary,Textiles & Leather Goods
NC6OA,Nanollose Limited $0.15 Option Expiring 05-Jul-2024,Textiles & Leather Goods
NC6OB,Nanollose Limited $0.05 Option Expiring 06-Feb-2027,Textiles & Leather Goods
NCC,Naos Emerging Opportunities Company Limited Ordinary,Investment Management & Fund Operators
NCCO,Naos Emerging Opportunities Company Limited $0.67 Option Expiring 31-Dec-2026,Investment Management & Fund Operators
NCCGA,Naos Emerging Opportunities Company Limited Convert Bond 4.50% 30-09-28 Semi non-CUM Red Step,Investment Trusts
NCK,Nick Scali Limited Ordinary,Home Furnishings Retailers
NDIA,Global X India Nifty 50 ETF,N/A
NCR,Nucoal Resources Limited Ordinary,Coal
NDO,Nido Education Limited Ordinary,Personal Services
NDQ,BetaShares Nasdaq-100 ETF,N/A
NEC,Nine Entertainment Co. Holdings Limited Ordinary,Broadcasting
NEM,Newmont Corporation CDI 1:1 Foreign Exempt NYSE,N/A
NES,Nelson Resources Limited Ordinary,Gold
NET,Netlinkz Limited Ordinary,Software
NEU,Neuren Pharmaceuticals Limited Ordinary,Pharmaceuticals
NFL,Norfolk Metals Limited Ordinary,Integrated  Mining
NFLO,Norfolk Metals Limited $0.30 Option Expiring 29-Jun-2026,Gold
NFNG,Nufarm Finance (NZ) Limited Convert Bond 6-Bbsw+3.90% Perp SUB non-CUM EXH STP,N/A
NGE,NGE Capital Limited Ordinary,Investment Management & Fund Operators
NGL,Nightingale Intelligent Systems Inc CDI 1:1 US Person Prohibited Excluding QIB,Aerospace & Defense
NGI,Navigator Global Investments Limited FPO-U.S. Investor Prohibited Except QPS,Investment Management & Fund Operators
NGLO,Nightingale Intelligent Systems Inc $0.35 Option Expiring 16-Sep-2025 US Prohibited,Aerospace & Defense
NGS,Nutritional Growth Solutions Ltd Ordinary,Pharmaceuticals
NGSOA,Nutritional Growth Solutions Ltd $0.02 Option Expiring 31-Aug-2026,Pharmaceuticals
NGX,NGX Limited Ordinary,Specialty Mining & Metals
NHC,New Hope Corporation Limited Ordinary,Coal
NGY,Nuenergy Gas Limited Ordinary,Oil & Gas Exploration and Production
NHE,Noble Helium Limited Ordinary,Commodity Chemicals
NHEO,Noble Helium Limited $0.25 Option Expiring 03-May-2025,Commodity Chemicals
NIC,Nickel Industries Limited Ordinary,Specialty Mining & Metals
NIM,Nimy Resources Limited Ordinary,Specialty Mining & Metals
NHF,NIB Holdings Limited Ordinary,Life & Health Insurance
NIS,Nickelsearch Limited Ordinary,Specialty Mining & Metals
NKL,Nickelx Limited Ordinary,Specialty Mining & Metals
NME,Nex Metals Exploration Limited Ordinary,Integrated  Mining
NKLO,Nickelx Limited $0.20 Option Expiring 30-Nov-2024,Specialty Mining & Metals
NML,Navarre Minerals Limited Ordinary,Integrated  Mining
NMR,Native Mineral Resources Holdings Limited Ordinary,Integrated  Mining
NMT,Neometals Ltd Ordinary,Specialty Mining & Metals
NNG,Nexion Group Ltd Ordinary,Software
NNGO,Nexion Group Ltd $0.10 Option Expiring 31-Dec-2025,Software
NNL,Nordic Nickel Limited Ordinary,Specialty Mining & Metals
NNUK,Nanuk New World Fund (Managed Fund) ETF,N/A
NOL,Nobleoak Life Limited Ordinary,Life & Health Insurance
NOROD,Norwood Systems Limited $0.08 Option Expiring 31-Dec-2024,Software
NOR,Norwood Systems Limited Ordinary,Software
NOUO,Noumi Limited $0.98 Option Expiring 30-Jul-2027,Food Processing
NOU,Noumi Limited Ordinary,Food Processing
NOV,Novatti Group Limited Ordinary,Financial Technology (Fintech)
NOVO,Novatti Group Limited $0.10 Option Expiring 31-Jan-2027,Financial Technology (Fintech)
NOX,Noxopharm Limited Ordinary,Pharmaceuticals
NPM,Newpeak Metals Limited Ordinary,Integrated  Mining
NPR,Newmark Property Reit Units Stapled Securities,Commercial REITs
NRXO,Noronex Limited $0.03 Option Expiring 07-Aug-2026,Specialty Mining & Metals
NRX,Noronex Limited Ordinary,Specialty Mining & Metals
NRZ,Neurizer Ltd Ordinary,Agricultural Chemicals
NRZO,Neurizer Ltd $0.07 Option Expiring 24-Nov-2025,Agricultural Chemicals
NSB,Neuroscientific Biopharmaceuticals Ltd Ordinary,Biotechnology & Medical Research
NSC,Naos Small Cap Opportunities Company Limited Ordinary,Investment Management & Fund Operators
NRZOA,Neurizer Ltd $0.28 Option Expiring 08-Oct-2024,Oil & Gas Exploration and Production
NSM,North Stawell Minerals Ltd Ordinary,Gold
NSCOA,Naos Small Cap Opportunities Company Limited $1.02 Option Expiring 28-Jun-2024,Holding Companies
NSR,National Storage Reit Ordinary/Units Stapled Securities,Specialized REITs
NST,Northern Star Resources Ltd Ordinary,Gold
NSX,NSX Limited Ordinary,"Financial, Commodity Market Ops & Svc"
NTD,Ntaw Holdings Limited Ordinary,Tires & Rubber Products
NTI,Neurotech International Limited Ordinary,Advanced Medical Equipment & Technology
NTIOA,Neurotech International Limited $0.14 Option Expiring 30-Jan-2025,Advanced Medical Equipment & Technology
NTL,New Talisman Gold Mines Limited Ordinary,Integrated  Mining
NTM,NT Minerals Limited Ordinary,Specialty Mining & Metals
NTU,Northern Minerals Limited Ordinary,Integrated  Mining
NUC,Nuchev Limited Ordinary,Food Processing
NUF,Nufarm Limited Ordinary,Agricultural Chemicals
NUGG,Vaneck Gold Bullion ETF,N/A
NUH,Nuheara Limited Ordinary,Phones & Handheld Devices
NVO,Novo Resources Corp. CDI 1:1,N/A
NVQ,Noviqtech Limited Ordinary,Software
NVU,Nanoveu Limited Ordinary,Specialty Chemicals
NVA,Nova Minerals Limited Ordinary,Integrated  Mining
NWC,New World Resources Limited Ordinary,Integrated  Mining
NVX,Novonix Limited Ordinary,Electrical Components & Equipment
NWF,Newfield Resources Limited Ordinary,Gold
NWL,Netwealth Group Limited Ordinary,Investment Management & Fund Operators
NWH,NRW Holdings Limited Ordinary,Construction & Engineering
NWM,Norwest Minerals Limited Ordinary,Integrated  Mining
NWS,News Corporation. Class B Voting Common Stock-CDI 1:1,Consumer Publishing
NWMO,Norwest Minerals Limited $0.10 Option Expiring 16-Aug-2026,Integrated  Mining
NWSLV,News Corporation. Class A non-Voting Common Stock-CDI 1:1,Consumer Publishing
NXD,Nexted Group Limited Ordinary,Professional & Business Education
NXG,Nexgen Energy (Canada) Ltd CDI 1:1 Foreign Exempt TSX,Uranium
NXL,Nuix Limited Ordinary,Software
NXMO,Nexus Minerals Limited $0.13 Option Expiring 26-Mar-2025,Gold
NXM,Nexus Minerals Limited Ordinary,Gold
NXS,Next Science Limited Ordinary,Pharmaceuticals
NXT,Nextdc Limited Ordinary,IT Services & Consulting
NYM,Narryer Metals Limited Ordinary,Integrated  Mining
NYR,Nyrada Inc. CDI 1:1 US Prohibited,Pharmaceuticals
NZK,New Zealand King Salmon Investments Limited Ordinary Foreign Exempt NZX,Fishing & Farming
NZO,New Zealand Oil & Gas Limited Ordinary,Oil & Gas Exploration and Production
NZM,Nzme Limited Ordinary Foreign Exempt NZX,Consumer Publishing
NZS,New Zealand Coastal Seafoods Limited Ordinary,Food Processing
NZSOB,New Zealand Coastal Seafoods Limited $0.01 Option Expiring 18-Jul-2025,Food Processing
OAK,Oakridge International Limited Ordinary,Advanced Medical Equipment & Technology
OAR,OAR Resources Limited Ordinary,Integrated  Mining
OAU,Ora Gold Limited Ordinary,Gold
OBL,Omni Bridgeway Limited Ordinary US Prohibited,Corporate Financial Services
OBM,Ora Banda Mining Ltd Ordinary,Gold
OCA,Oceania Healthcare Limited Ordinary Foreign Exempt NZX,Healthcare Facilities & Services
OCC,Orthocell Limited Ordinary,Biotechnology & Medical Research
OCL,Objective Corporation Limited Ordinary,IT Services & Consulting
OCT,Octava Minerals Limited Ordinary,Gold
OCN,Oceana Lithium Limited Ordinary,Specialty Mining & Metals
OD6,OD6 Metals Limited Ordinary,Precious Metals & Minerals
ODEO,Odessa Minerals Limited $0.03 Option Expiring 28-Sep-2025,Precious Metals & Minerals
ODE,Odessa Minerals Limited Ordinary,Precious Metals & Minerals
ODA,Orcoda Limited Ordinary,"Courier, Postal, Air Freight&Land Log"
ODY,Odyssey Gold Ltd Ordinary,Gold
OECO,Orbital Corporation Limited $0.35 Option Expiring 07-Feb-2026,Aerospace & Defense
OEC,Orbital Corporation Limited Ordinary,Aerospace & Defense
OEL,Otto Energy Limited Ordinary,Oil & Gas Exploration and Production
OEQ,Orion Equities Limited Ordinary,Investment Management & Fund Operators
OFX,OFX Group Limited Ordinary,Business Support Services
OIL,Optiscan Imaging Limited Ordinary,Advanced Medical Equipment & Technology
OJC,The Original Juice Co. Ltd Ordinary,Food Processing
OKJ,Oakajee Corporation Limited Ordinary,Integrated  Mining
OLH,Oldfields Holdings Limited Ordinary,Construction Supplies & Fixtures
OLI,Oliver's Real Food Limited Ordinary,Other Specialty Retailers
OLL,Openlearning Limited Ordinary,Software
OLY,Olympio Metals Limited Ordinary,Integrated  Mining
OM1,Omnia Metals Group Ltd Ordinary,Integrated  Mining
OM1O,Omnia Metals Group Ltd $0.25 Option Expiring 28-Feb-2025,Specialty Mining & Metals
OMA,Omega Oil & Gas Limited Ordinary,Oil Related Services and Equipment
OMH,OM Holdings Limited 10c Ordinary,Specialty Mining & Metals
OML,OOH!Media Limited Ordinary,Advertising & Marketing
OMX,Orange Minerals NL Ordinary,Integrated  Mining
ONE,Oneview Healthcare PLC CDI 1:1,Software
OPH,Ophir High Conviction Fund Ordinary Units,Closed End Funds
OOO,BetaShares Crude Oil Index ETF-Currency Hedged (Synthetic) ETF,N/A
OPN,Openn Negotiation Limited Ordinary,Online Services
OPL,Opyl Limited Ordinary,Advanced Medical Equipment & Technology
OPNOA,Openn Negotiation Limited $0.10 Option Expiring 15-Jun-2025,Online Services
OPTOA,Opthea Limited $0.80 Option Expiring 31-Aug-2025,Biotechnology & Medical Research
OPT,Opthea Limited Ordinary,Biotechnology & Medical Research
ORA,Orora Limited Ordinary,Non-Paper Containers & Packaging
ORG,Origin Energy Limited Ordinary,Electric Utilities
ORM,Orion Metals Limited Ordinary,Integrated  Mining
ORI,Orica Limited Ordinary,Commodity Chemicals
ORN,Orion Minerals Ltd Ordinary,Integrated  Mining
ORP,Orpheus Uranium Limited Ordinary,Integrated  Mining
ORR,Orecorp Limited Ordinary,Gold
OSL,Oncosil Medical Ltd Ordinary,Pharmaceuticals
OSLO,Oncosil Medical Ltd $0.03 Option Expiring 30-Apr-2027,Biotechnology & Medical Research
OSM,Osmond Resources Limited Ordinary,Gold
OSX,Osteopore Limited Ordinary,"Medical Equipment, Supplies & Dist'n"
OSXO,Osteopore Limited $3.38 Option Expiring 24-Apr-2026,"Medical Equipment, Supplies & Dist'n"
OVT,Ovanti Limited Ordinary,Financial Technology (Fintech)
OXT,Orexplore Technologies Limited Ordinary,Mining Support Services & Equipment
OZBD,BetaShares Australian Composite Bond ETF,N/A
OZM,Ozaurum Resources Limited Ordinary,Gold
OZF,SPDR S&P/ASX 200 Financials EX A-Reit Fund ETF,N/A
OZR,SPDR S&P/ASX 200 Resources Fund ETF,N/A
OZXX,Global X Australia EX Financials & Resources ETF,N/A
OZZ,Ozz Resources Limited Ordinary,Gold
OZZO,Ozz Resources Limited $0.25 Option Expiring 25-Oct-2024,Gold
PAA,Pharmaust Limited Ordinary,Pharmaceuticals
PAAOA,Pharmaust Limited $0.15 Option Expiring 30-Apr-2026,Pharmaceuticals
PAB,Patrys Limited Ordinary,Biotechnology & Medical Research
PAC,Pacific Current Group Limited Ordinary,Investment Management & Fund Operators
PAM,Pan Asia Metals Limited Ordinary,Specialty Mining & Metals
PAI,Platinum Asia Investments Limited Ordinary,Investment Management & Fund Operators
PAN,Panoramic Resources Limited Ordinary,Integrated  Mining
PARO,Paradigm Biopharmaceuticals Limited. $0.65 Option Expiring 30-Nov-2024,Biotechnology & Medical Research
PAR,Paradigm Biopharmaceuticals Limited. Ordinary,Biotechnology & Medical Research
PAT,Patriot Lithium Limited Ordinary,Specialty Mining & Metals
PAXX,Platinum Asia Fund (Quoted Managed Hedge Fund) ETF,N/A
PBH,Pointsbet Holdings Limited Ordinary,Casinos & Gaming
PBP,Probiotec Limited Ordinary,Pharmaceuticals
PBL,Parabellum Resources Limited Ordinary,Integrated  Mining
PCG,Pengana Capital Group Limited Ordinary,Investment Management & Fund Operators
PCK,Painchek Ltd Ordinary,Software
PCI,Perpetual Credit Income Trust Ordinary Units,Closed End Funds
PCL,Pancontinental Energy NL Ordinary,Oil & Gas Exploration and Production
PCLO,Pancontinental Energy NL $0.01 Option Expiring 08-Aug-2025,Oil & Gas Exploration and Production
PDI,Predictive Discovery Limited Ordinary,Gold
PE1,Pengana Private Equity Trust Ordinary Units,Investment Trusts
PDN,Paladin Energy Ltd Ordinary,Uranium
PEC,Perpetual Resources Limited Ordinary,Construction Materials
PEB,Pacific Edge Limited Ordinary Foreign Exempt NZX,Biotechnology & Medical Research
PEK,Peak Rare Earths Limited Ordinary,Precious Metals & Minerals
PEN,Peninsula Energy Limited Ordinary,Uranium
PER,Percheron Therapeutics Limited Ordinary,Biotechnology & Medical Research
PEX,Peel Mining Limited Ordinary,Integrated  Mining
PET,Phoslock Environmental Technologies Limited Ordinary,Industrial Machinery & Equipment
PFE,Pantera Minerals Limited Ordinary,Integrated  Mining
PFEOA,Pantera Minerals Limited $0.25 Option Expiring 01-May-2026,Integrated  Mining
PFG,Prime Financial Group Limited Ordinary,Business Support Services
PFP,Propel Funeral Partners Limited Ordinary,Personal Services
PFT,Pure Foods Tasmania Limited Ordinary,Food Processing
PGC,Paragon Care Limited Ordinary,"Medical Equipment, Supplies & Dist'n"
PGD,Peregrine Gold Ltd Ordinary,Gold
PGDOA,Peregrine Gold Ltd $0.55 Option Expiring 31-Mar-2026,Gold
PGF,PM Capital Global Opportunities Fund Limited Ordinary,Investment Management & Fund Operators
PGH,Pact Group Holdings Ltd Ordinary,Non-Paper Containers & Packaging
PGL,Prospa Group Limited Ordinary,Consumer Lending
PGM,Platina Resources Limited Ordinary,Integrated  Mining
PGO,Pacgold Limited Ordinary,Gold
PGOOB,Pacgold Limited $0.30 Option Expiring 30-Sep-2026,Gold
PGTX,Platinum Transition (Quoted Managed Hedge Fund) ETF,N/A
PGYO,Pilot Energy Limited $0.03 Option Expiring 25-Aug-2025,Integrated Oil & Gas
PGY,Pilot Energy Limited Ordinary,Integrated Oil & Gas
PH2,Pure Hydrogen Corporation Limited Ordinary,Renewable Fuels
PHL,Propell Holdings Limited Ordinary,Online Services
PHO,Phosco Ltd Ordinary,Integrated  Mining
PIA,Pengana International Equities Limited Ordinary,Investment Management & Fund Operators
PIC,Perpetual Equity Investment Company Limited Ordinary,Investment Management & Fund Operators
PHX,Pharmx Technologies Limited Ordinary,Online Services
PIL,Peppermint Innovation Limited Ordinary,Software
PIM,Pinnacle Minerals Limited Ordinary,Specialty Mining & Metals
PIMO,Pinnacle Minerals Limited $0.25 Option Expiring 20-Jul-2026,Agricultural Chemicals
PIQ,Proteomics International Laboratories Ltd Ordinary,Biotechnology & Medical Research
PIXX,Platinum International Fund (Quoted Managed Hedge Fund) ETF,N/A
PKD,Parkd Ltd Ordinary,Construction & Engineering
PKO,Peako Limited Ordinary,Specialty Mining & Metals
PKOO,Peako Limited $0.03 Option Expiring 30-Jun-2025,Specialty Mining & Metals
PL3,Patagonia Lithium Ltd Ordinary,Specialty Mining & Metals
PL3O,Patagonia Lithium Ltd $0.30 Option Expiring 15-Dec-2025,Specialty Mining & Metals
PL8,Plato Income Maximiser Limited Ordinary,Investment Management & Fund Operators
PLG,Pearl Gull Iron Limited Ordinary,Steel
PLN,Pioneer Lithium Limited Ordinary,Specialty Mining & Metals
PLL,Piedmont Lithium Inc. CDI 100:1,Specialty Mining & Metals
PLC,Premier1 Lithium Limited Ordinary,Mining Support Services & Equipment
PLS,Pilbara Minerals Limited Ordinary,Integrated  Mining
PLT,Plenti Group Limited Ordinary,Consumer Lending
PLUS,Vaneck Australian Corporate Bond Plus ETF,N/A
PLY,Playside Studios Limited Ordinary,Software
PMC,Platinum Capital Limited Ordinary,Closed End Funds
PME,Pro Medicus Limited Ordinary,Advanced Medical Equipment & Technology
PMGOLD,Perth Mint Gold ETP,N/A
PMT,Patriot Battery Metals Inc. CDI 10:1,Integrated  Mining
PMV,Premier Investments Limited Ordinary,Apparel & Accessories Retailers
PNC,Pioneer Credit Limited Ordinary,Corporate Financial Services
PNCO,Pioneer Credit Limited $0.80 Option Expiring 31-Mar-2025,Corporate Financial Services
PNI,Pinnacle Investment Management Group Limited Ordinary,Investment Management & Fund Operators
PNM,Pacific Nickel Mines Limited Ordinary,Specialty Mining & Metals
PNN,Power Minerals Limited Ordinary,Integrated  Mining
PNT,Panther Metals Ltd Ordinary,Gold
PNTO,Panther Metals Ltd $0.15 Option Expiring 28-Oct-2024,Gold
PNR,Pantoro Limited Ordinary,Gold
PNTOA,Panther Metals Ltd $0.20 Option Expiring 28-Apr-2026,Gold
PNX,PNX Metals Limited Ordinary,Integrated  Mining
PNV,Polynovo Limited Ordinary,"Medical Equipment, Supplies & Dist'n"
PO3,Purifloh Limited Ordinary,Environmental Services & Equipment
POD,Podium Minerals Limited Ordinary,Integrated  Mining
PODOA,Podium Minerals Limited $0.06 Option Expiring 22-Dec-2026,Integrated  Mining
POL,Polymetals Resources Ltd Ordinary,Gold
POS,Poseidon Nickel Limited Ordinary,Specialty Mining & Metals
POW,Protean Energy Limited Ordinary,Uranium
PPE,Peoplein Limited Ordinary,Employment Services
PPC,Peet Limited Ordinary,"Real Estate Rental, Devel & Operations"
PPG,Pro-Pac Packaging Limited Ordinary,Non-Paper Containers & Packaging
PPK,PPK Group Limited Ordinary,Commodity Chemicals
PPM,Pepper Money Limited Ordinary,Consumer Lending
PPL,Pureprofile Ltd Ordinary,Advertising & Marketing
PPS,Praemium Limited Ordinary,Financial Technology (Fintech)
PPT,Perpetual Limited Ordinary,Investment Management & Fund Operators
PPY,Papyrus Australia Limited Ordinary,Forest & Wood Products
PR1,Pure Resources Limited Ordinary,Integrated  Mining
PR1OA,Pure Resources Limited $0.25 Option Expiring 10-Apr-2025,Gold
PRG,PRL Global Ltd Ordinary,Diversified Industrial Goods Wholesale
PRL,Province Resources Ltd Ordinary,Integrated  Mining
PRM,Prominence Energy Limited Ordinary,Oil & Gas Exploration and Production
PRN,Perenti Limited Ordinary,Mining Support Services & Equipment
PRS,Prospech Limited Ordinary,Integrated  Mining
PRSOA,Prospech Limited $0.04 Option Expiring 26-Apr-2025,Integrated  Mining
PRU,Perseus Mining Limited Ordinary,Gold
PRO,Prophecy International Holdings Limited Ordinary,Software
PRX,Prodigy Gold NL Ordinary,Integrated  Mining
PSC,Prospect Resources Limited Ordinary,Specialty Mining & Metals
PSL,Paterson Resources Ltd Ordinary,Integrated  Mining
PSI,PSC Insurance Group Limited Ordinary,Multiline Insurance & Brokers
PSQ,Pacific Smiles Group Limited Ordinary,Healthcare Facilities & Services
PTL,Prestal Holdings Limited Ordinary,Online Services
PTM,Platinum Asset Management Limited Ordinary,Investment Management & Fund Operators
PTR,Petratherm Ltd Ordinary,Integrated  Mining
PTX,Prescient Therapeutics Limited Ordinary,Biotechnology & Medical Research
PUA,Peak Minerals Limited Ordinary,Specialty Mining & Metals
PUR,Pursuit Minerals Ltd Ordinary,Integrated  Mining
PV1,Provaris Energy Ltd Ordinary,Commodity Chemicals
PVE,PO Valley Energy Limited Ordinary,Oil & Gas Exploration and Production
PVL,Powerhouse Ventures Limited Ordinary,Investment Management & Fund Operators
PVT,Pivotal Metals Limited Ordinary,Specialty Mining & Metals
PVW,PVW Resources Limited Ordinary,Gold
PWN,Parkway Corporate Limited Ordinary,Environmental Services & Equipment
PWH,Power Holdings Limited Ordinary,"Auto, Truck & Motorcycle Parts"
PWR,Peter Warren Automotive Holdings Limited Ordinary,"Auto Vehicles, Parts & Svc Retailers"
PXA,Pexa Group Limited Ordinary,Online Services
PXX,Polarx Limited Ordinary,Integrated  Mining
QAL,Qualitas Limited Ordinary,Investment Management & Fund Operators
PYC,PYC Therapeutics Limited Ordinary,Biotechnology & Medical Research
QAU,BetaShares Gold Bullion ETF - Currency Hedged ETF,N/A
QAN,Qantas Airways Limited Ordinary,Airlines
QEM,QEM Limited Ordinary,Uranium
QBE,QBE Insurance Group Limited Ordinary,Property & Casualty Insurance
QFE,Quickfee Limited Ordinary,Financial Technology (Fintech)
QFN,BetaShares Australian Financials Sector ETF,N/A
QGL,Quantum Graphite Limited Ordinary,Specialty Mining & Metals
QHAL,Vaneck MSCI International Quality (Hedged) ETF,N/A
QHL,Quickstep Holdings Limited Ordinary,Aerospace & Defense
QHSM,Vaneck MSCI International SML Comp Quality (AUD Hedged) ETF,N/A
QLTY,BetaShares Global Quality Leaders ETF,N/A
QIP,Qantm Intellectual Property Limited Ordinary,Entertainment Production
QMAX,BetaShares Nasdaq-100 Yield Maximiser (Managed Fund) ETF,N/A
QMIX,SPDR MSCI World Quality MIX Fund ETF,N/A
QNDQ,BetaShares Nasdaq-100 Equal Weight ETF,N/A
QML,Qmines Limited Ordinary,Gold
QOR,Qoria Limited Ordinary,Software
QOZ,BetaShares FTSE RAFI Australia 200 ETF,N/A
QPM,Queensland Pacific Metals Limited Ordinary,Specialty Mining & Metals
QPON,BetaShares Australian Bank Senior Floating Rate Bond ETF,N/A
QRI,Qualitas Real Estate Income Fund Ordinary Units,Corporate Financial Services
QRE,BetaShares Australian Resources Sector ETF,N/A
QSML,Vaneck MSCI International Small Companies Quality ETF,N/A
QUAL,Vaneck MSCI International Quality ETF,N/A
QUB,Qube Holdings Limited Ordinary,Marine Port Services
QUS,BetaShares S&P 500 Equal Weight ETF,N/A
QUE,Queste Communications Limited Ordinary,Investment Management & Fund Operators
QVE,QV Equities Limited Ordinary,Diversified Investment Services
QXR,QX Resources Limited Ordinary,Specialty Mining & Metals
QYLD,Global X Nasdaq-100 Covered Call ETF,N/A
R8R,Regener8 Resources NL Ordinary,Gold
RAC,Race Oncology Ltd Ordinary,Biotechnology & Medical Research
RADO,Radiopharm Theranostics Limited $0.20 Option Expiring 30-Nov-2026,Pharmaceuticals
RAD,Radiopharm Theranostics Limited Ordinary,Pharmaceuticals
RAGO,Ragnar Metals Limited $0.03 Option Expiring 30-Sep-2024,Gold
RAG,Ragnar Metals Limited Ordinary,Specialty Mining & Metals
RARI,Russell Investments Australian Responsible Investment ETF,N/A
RAN,Range International Limited Ordinary,Commodity Chemicals
RB6,Rubix Resources Limited Ordinary,Integrated  Mining
